name,url,content
Johnson & Johnson,https://www.jnjcanada.com,"Johnson & Johnson Canada - Johnson & Johnson Consumer HealthSkip to main contentABOUT US
OUR PRODUCTS
CareersCareers at J&J
Student Opportunities at J&JCONTACT US
Care ClubClose Search ResultsSearchEnglish
FrançaisDownload the eSSENTIAL Accessibility app – free assistive technology software for people with physical disabilitiesTélécharger eSSENTIAL Accessibility, le logiciel d’assistance technique pour les personnes ayant un handicap physiqueABOUT US
OUR PRODUCTS
CareersCareers at J&J
Student Opportunities at J&JCONTACT US
Care ClubJohnson & Johnson Consumer Health
For more than 100 years in Canada, Johnson & Johnson Inc. has aimed to keep people well at every age and every stage of life.Who We Are
At Johnson & Johnson Inc., we believe good health is the foundation of vibrant lives, thriving communities and forward progress. As part of the world's largest and most broadly-based healthcare company, we are committed to using our reach and size for good.About UsOur Family of Products
We're proud to offer a large range of consumer healthcare products that include skin health, self care and essential health brands trusted by consumers and healthcare professionals worldwide.All ProductsSkin Health Products
Working with scientists, skin experts and dermatologists, we combine expertise and innovation to create a variety of high-performance products for healthy skin.Self CareProducts
We meet the health needs of families across the globe through a broad range of well-known and trusted healthcare and over-the-counter products.Essential Health Products
Beginning with JOHNSON’S® baby products and throughout life, people reach for our brands to help manage their everyday health.Manufacturing Consumer Health Products
Since 1980, our Guelph, Ontario facility has been manufacturing and distributing Consumer Health Products like TYLENOL® and MOTRIN®.
Located on a 55 acre-site, our 235,000 square- foot manufacturing facility houses production and warehouse space for a broad range of trusted over-the-counter products such as TYLENOL® (acetaminophen) and MOTRIN® (ibuprofen) for adults, children and infants. Today, the Johnson & Johnson Inc. Guelph Manufacturing Plant employs approximately 350 people.Careers at Johnson & Johnson
Creating a healthier future requires ingenuity, compassion and a deep understanding of people's health and well-being needs. Do you want to be part of a team that is redefining, challenging and changing the future of health?Join UsBack to TopACCESSIBILITY POLICY & PLAN
AD CHOICES
PRIVACY POLICY
Accessibility Customer Service PolicyACCESSIBILITY STATEMENT
LEGAL NOTICE
J&J GLOBAL
Site map
CONTACT US© Johnson & Johnson Inc. 2020
This site is published by Johnson & Johnson Inc., which is solely responsible
for its content. This site is intended for visitors from Canada only.
Last Updated: Feb 04, 2020"
Johnson & Johnson,https://www.jnjcanada.com/about-us,"Download the eSSENTIAL Accessibility app – free assistive technology software for people with physical disabilitiesTélécharger eSSENTIAL Accessibility, le logiciel d’assistance technique pour les personnes ayant un handicap physiqueAs part of the world’s largest and most broadly-based healthcare company (comprised of Consumer Health, Pharmaceuticals and Medical Devices), we are committed to using our reach and size for good every day.The values that guide our decision-making are spelled out in Our Credo. Put simply, Our Credo challenges us to put the needs and well-being of the people we serve first.""We believe our first responsibility is to the patients, doctors and nurses, to mothers and fathers and all others who use our products and services. In meeting their needs everything we do must be of high quality. We must constantly strive to provide value, reduce our costs and maintain reasonable prices. Customers' orders must be serviced promptly and accurately. Our business partners must have an opportunity to make a fair profit.We are responsible to our employees who work with us throughout the world. We must provide an inclusive work environment where each person must be considered as an individual. We must respect their diversity and dignity and recognize their merit. They must have a sense of security, fulfillment and purpose in their jobs. Compensation must be fair and adequate and working conditions clean, orderly and safe. We must support the health and well-being of our employees and help them fulfill their family and other personal responsibilities. Employees must feel free to make suggestions and complaints. There must be equal opportunity for employment, development and advancement for those qualified. We must provide highly capable leaders and their actions must be just and ethical.We are responsible to the communities in which we live and work and to the world community as well. We must help people be healthier by supporting better access and care in more places around the world. We must be good citizens — support good works and charities, better health and education, and bear our fair share of taxes. We must maintain in good order the property we are privileged to use, protecting the environment and natural resources.Our final responsibility is to our stockholders. Business must make a sound profit. We must experiment with new ideas. Research must be carried on, innovative programs developed, investments made for the future and mistakes paid for. New equipment must be purchased, new facilities provided and new products launched. Reserves must be created to provide for adverse times. When we operate according to these principles, the stockholders should realize a fair return.""– Robert Wood JohnsonHealthcare has changed for the better over the last 130 years and we're proud to say Johnson & Johnson has contributed to advancements along the way. Since our company's founding, we've pioneered some of history's biggest healthcare breakthroughs. It began with creating the world's first mass-produced sterilized surgical dressings which saved many lives in an era when there was little understanding of bacteria. Being at the forefront of healthcare also means that we have a long history of helping communities.Learn more about how it all started and the decades of stories that made us who we are today.Our people are committed to changing the trajectory of health for humanity. For us, this is a calling and not just a business. A calling that we put our pioneering science, human ingenuity and whole hearts into – and have for more than 100 years.As one of the world's largest healthcare companies, Johnson & Johnson puts the world's most vulnerable and underserved at the heart of everything we do.The Global Community Impact (GCI) organization drives programming for Johnson & Johnson’s community giving, social impact and other philanthropic initiatives around the world.Johnson & Johnson’s commitment to making a difference extends beyond our own operations. We're taking action to make the planet healthier.© Johnson & Johnson Inc. 2020This site is published by Johnson & Johnson Inc., which is solely responsible
for its content. This site is intended for visitors from Canada only.Last Updated: Feb 04, 2020 Learn About Johnson & Johnson CareersCareersHomeAbout Us"
Johnson & Johnson,https://www.jnjcanada.com,"Download the eSSENTIAL Accessibility app – free assistive technology software for people with physical disabilitiesTélécharger eSSENTIAL Accessibility, le logiciel d’assistance technique pour les personnes ayant un handicap physiqueFor more than 100 years in Canada, Johnson & Johnson Inc. has aimed to keep people well at every age and every stage of life.At Johnson & Johnson Inc., we believe good health is the foundation of vibrant lives, thriving communities and forward progress. As part of the world's largest and most broadly-based healthcare company, we are committed to using our reach and size for good.We're proud to offer a large range of consumer healthcare products that include skin health, self care and essential health brands trusted by consumers and healthcare professionals worldwide.Working with scientists, skin experts and dermatologists, we combine expertise and innovation to create a variety of high-performance products for healthy skin.We meet the health needs of families across the globe through a broad range of well-known and trusted healthcare and over-the-counter products.Beginning with JOHNSON’S® baby products and throughout life, people reach for our brands to help manage their everyday health.Since 1980, our Guelph, Ontario facility has been manufacturing and distributing Consumer Health Products like TYLENOL® and MOTRIN®.Located on a 55 acre-site, our 235,000 square- foot manufacturing facility houses production and warehouse space for a broad range of trusted over-the-counter products such as TYLENOL® (acetaminophen) and MOTRIN® (ibuprofen) for adults, children and infants. Today, the Johnson & Johnson Inc. Guelph Manufacturing Plant employs approximately 350 people.Creating a healthier future requires ingenuity, compassion and a deep understanding of people's health and well-being needs. Do you want to be part of a team that is redefining, challenging and changing the future of health?© Johnson & Johnson Inc. 2020This site is published by Johnson & Johnson Inc., which is solely responsible
for its content. This site is intended for visitors from Canada only.Last Updated: Feb 04, 2020 Johnson & Johnson Consumer Health CareersCareersTYLENOL®"
Johnson & Johnson,https://fr.jnjcanada.com/,"Download the eSSENTIAL Accessibility app – free assistive technology software for people with physical disabilitiesTélécharger eSSENTIAL Accessibility, le logiciel d’assistance technique pour les personnes ayant un handicap physiqueDepuis plus de 100 ans au Canada, Johnson & Johnson Inc. se consacre au bien-être des personnes de tous âges, à toutes les étapes de leur vie.Chez Johnson & Johnson Inc., nous croyons qu’une bonne santé est le fondement de vies dynamiques, de collectivités prospères et de progrès. En tant que filiale de la compagnie de soins de santé la plus importante et la plus diversifiée au monde, nous nous engageons à utiliser notre portée et notre taille à bon escient.Nous sommes fiers d’offrir une large gamme de produits de santé grand public qui englobe des marques de soins de la peau, de produits d’autosoins et de soins de santé essentiels bénéficiant de la confiance des consommateurs et des professionnels de la santé du monde entier.En collaboration avec des scientifiques, des experts en soins de la peau et des dermatologues, nous associons expertise et innovation pour créer une variété de produits hautement performants pour une peau saine.Nous répondons aux besoins en matière de santé de tous les membres de la famille, grâce à une large gamme de produits de santé et en vente libre connus et fiables.En commençant par les produits JOHNSON’S® pour bébés, les consommateurs font appel à nos marques tout au long de leur vie pour aider à gérer leur santé au quotidien.Depuis 1980, notre usine de Guelph en Ontario fabrique et distribue des produits de santé grand public comme TYLENOL® et MOTRIN®.Située sur un site de 55 acres, notre usine de 235 000 pieds carrés abrite des espaces de production et d'entreposage pour une large gamme de médicaments en vente libre de confiance, tels que TYLENOL® (acétaminophène) et MOTRIN® (ibuprofène) pour adultes, enfants et nourrissons. Elle emploie aujourd’hui environ 350 personnes.La création d’un avenir plus sain exige de l’ingéniosité, de la compassion et une compréhension profonde des besoins en matière de santé et de bien-être. Voulez-vous faire partie d’une équipe qui redéfinit, remet en question et change l’avenir de la santé?© Johnson & Johnson Inc. 2020Ce site est publié par Johnson & Johnson Inc., seule responsable
de son contenu. Ce site s’adresse aux visiteurs du Canada seulement.Dernière mise à jour : 4 février 2020 Johnson & Johnson Santé grand public CarrièreCarrière"
Johnson & Johnson,https://www.jnj.com,"This site is governed solely by applicable U.S. laws and governmental regulations. Please see our Privacy Policy. Use of this site constitutes your consent to application of such laws and regulations and to our Privacy Policy. Your use of the information on this site is subject to the terms of our Legal Notice. You should view the News section and the most recent SEC Filings in the Investor section in order to receive the most current information made available by Johnson & Johnson Services, Inc. Contact Us with any questions or search this site for more information. Do Not Sell or Share My Personal InformationLimit the Use of My Sensitive Personal InformationCookie SettingsThis site is governed solely by applicable U.S. laws and governmental regulations. Please see our Privacy Policy. Use of this site constitutes your consent to application of such laws and regulations and to our Privacy Policy. Your use of the information on this site is subject to the terms of our Legal Notice. You should view the News section and the most recent SEC Filings in the Investor section in order to receive the most current information made available by Johnson & Johnson Services, Inc. Contact Us with any questions or search this site for more information. Do Not Sell or Share My Personal InformationLimit the Use of My Sensitive Personal InformationCookie SettingsHome Link (JNJ Logo)Home Link (JNJ Logo)Home Link (JNJ Logo)Home Link (JNJ Logo)MenuSearchToggle MenuChange CountryJanssenJohnson & Johnson MedTechJohnson & Johnson Consumer HealthOur Consumer Safety and Care CommitmentJohnson & Johnson InnovationJohnson & Johnson Our StoryfacebookinstagramlinkedintwitteryoutubeClose Countries MenuClose Search MenuHealth & Wellness
ON NOWWhat Happens When Antibiotics Stop Working? ON NOWImproving Access to Medicine Around the WorldON NOWNew Year, New Healthy Habits: 4 Science-Backed Ways to Help Beat Stress in 2023ON NOWHow Advances in HIV Treatment Could Help Young People Living With HIVOur Goal is to One Day Eliminate CancerNoémie-Manuelle Dorval Courchesne, Ph.D., in the labA grid of illustrations of female-presenting people in profileJanssenJohnson & Johnson MedTechJohnson & Johnson Consumer HealthOur Consumer Safety and Care CommitmentJohnson & Johnson InnovationJohnson & Johnson Our StoryfacebookinstagramlinkedintwitteryoutubeBack to topContinue"
Johnson & Johnson,https://www.essentialaccessibility.com/fr-jnj-canada,"Johnson & Johnson Canada est engagé à l’égard de l’accessibilité numérique. Johnson & Johnson Canada est fier de s’associer à Level Access afin de s’assurer que l’expérience de notre site Web soit accessible et fonctionnelle pour tous nos clients, tout en fournissant une technologie d’assistance gratuite pour les personnes atteintes d’un handicap physique. Veuillez consulter la déclaration d’accessibilité de Johnson & Johnson Canada.Cette technologie consiste en une suite d’outils et de solutions de remplacement de clavier, de souris et du toucher, conçus pour rendre le monde numérique plus accessible aux personnes à mobilité réduite.L'application comporte des outils tels que:Les personnes qui ont du mal à taper, à déplacer une souris ou à lire en raison de diverses conditions ou limitations telles que :La technologie d'assistance est disponible pour les appareils Windows, Mac et Android.En savoir plus sur la configuration de système requise et les guides de l'utilisateur.L’application innovante de technologie d’assistance d’Level Access améliore l’expérience client pour les personnes handicapées. L'accessibilité est le processus qui consiste à créer des expériences exploitables par des personnes ayant le plus large éventail possible de capacités. Cela ne concerne pas seulement les personnes handicapées, environ 15% de la population mondiale, mais tout le monde.© 2023 eSSENTIAL Accessibility. All rights reserved.Nous vous remercions d'avoir téléchargé notre technologie d'assistance gratuiteTélécharger notre technologie d'assistance gratuitePour le support à propos du logiciel d'assistance technologique, veuillez contacter eSSENTIAL Accessibility :support@essentialaccessibility.com1 (866) 333-3909Company Logoto go to home pageLevel Access Solution pour les personnes à Johnson & Johnson CanadaLevel Access Solution pour les personnes à Johnson & Johnson Canada Follow Level Access on LinkedInLike Level Access on FacebookFollow Level Access on Twitter© 2023 eSSENTIAL Accessibility.Fermer la fenêtre de dialogue modale du téléchargement"
Johnson & Johnson,https://www.jnjcanada.com/explore-our-brands,"Download the eSSENTIAL Accessibility app – free assistive technology software for people with physical disabilitiesTélécharger eSSENTIAL Accessibility, le logiciel d’assistance technique pour les personnes ayant un handicap physiqueJohnson & Johnson Consumer Health offers a large range of consumer healthcare products. Our skin health, self-care and essential health products feature brands trusted by consumers and healthcare professionals worldwide.In partnership with skin experts and dermatologists, we create innovative products that include treatments for acne and eczema, gentle skin-loving cleansers, moisturizers that repair the skin barrier and sunscreens that defend against inflammation, premature aging, and skin cancer.Skin Health LogosWe meet the health needs of families across the globe through a broad range of well-known and trusted healthcare and over-the-counter products. These include a range of solutions across key categories including pain relief, allergy, anti-diarrheal, antacids, nasal decongestants and cough and colds.Self Care LogosThrough every stage of life, consumers reach for our iconic wound care and oral care brands to manage their everyday health. Beginning at birth with baby care, JOHNSON’S® has been trusted by parents and hospitals for more than 100 years.Essential Health LogosOur Safety & Care Commitment means you have our assurance that every product from Johnson & Johnson Consumer Health is safe and effective when used as directed.© Johnson & Johnson Inc. 2020This site is published by Johnson & Johnson Inc., which is solely responsible
for its content. This site is intended for visitors from Canada only.Last Updated: Feb 04, 2020 Explore Johnson & Johnson Inc. Brands and Products CareersCareersHomeOur Products"
Johnson & Johnson,https://www.jnjcanada.com/explore-your-career,"Download the eSSENTIAL Accessibility app – free assistive technology software for people with physical disabilitiesTélécharger eSSENTIAL Accessibility, le logiciel d’assistance technique pour les personnes ayant un handicap physiqueJohnson & Johnson became a household name thanks to surgical dressings and baby products and now, 130 years later, we continue to turn new ideas into better quality of life for people all over the world.We’re tackling some of the world’s biggest healthcare problems – and we can’t do it without you. Learn more about each of our sectors and how you can start your career with the world’s largest and most broadly-based healthcare company.In the fight for human health, we're in it to win. It's why we're building our Commercial team with the best people in the industry. Our colleagues are smart, passionate people using specialized skills to creatively approach and address the unique—and often unmet—needs of consumers and patients.When you're a global healthcare company with customers and patients who are counting on you to deliver essentials; ranging from high volume consumer health products to customized medicine or hip replacements, your supply chain not only has to hum - it has to be an industry leader.R&D professionals within our many businesses play a pivotal role in discovering and developing breakthrough medicines, medical technologies, and consumer healthcare solutions that can change people's lives. R&D team members are committed to advancing product innovation at every turn.To help solve the greatest healthcare challenges you need a team of leaders across many fields. We have several teams that help us meet the needs of patients, consumer and customers with exciting opportunities in IT, Finance, HR and more.Our three sectors touch more than a billion people across the globe every day and help deliver solutions that allow people to thrive throughout every stage of their lives.Today’s consumers are health obsessed, empowered, and proactively searching for better outcomes. They want to feel good, look their best and enjoy every experience life has to offer.At Johnson & Johnson Consumer Health, we are uniquely positioned to help improve personal health by delivering products that are rooted in science. We push the boundaries of innovation, harness the power of data, and restlessly strive to help people take better care of themselves and their loved ones.The Janssen Pharmaceutical Companies of Johnson & Johnson is Canada’s leading Pharmaceutical company – addressing some of the most devastating and complex diseases faced in our time.With advanced biologic treatments, Janssen is investing in a transformative future, changing the way diseases are prevented, intercepted, treated, and cured.In a radically changing environment, we are making connections across science and technology to combine our own expertise in surgery, orthopedics, and vision.As pioneers in medical devices, we continually focus on elevating the standard of care – working to expand patient access, improve outcomes, reduce health system costs and drive value.We believe in investing in our people to create a virtuous cycle that pays us all back. Healthier employees make a healthier business – and a healthier world.We believe employees are the heart, mind, and soul of our company.Family comes first. We offer family benefits to show our support for the modern-day family, no matter what shape that family takes.Financial health is about more than what you have now – it requires building solid equity for the future.Our history of supporting communities in need means we offer our employees the time to do the same. We see giving back as not only vital for our communities and living into Our Credo, but key to growth and a healthy career. Our goal is to give every employee the opportunity to further their development while being a catalyst of positive change.We invite you to join us. Take a photo, make an impact.Diversity at Johnson & Johnson is about your unique perspective. You view the world from a unique vantage point; a perspective that gives you problem-solving ideas, solutions & strategies that can bring health to billions.Inclusion at Johnson & Johnson is about creating a sense of belonging. It's about a culture where you are valued, your ideas are heard, and you advance this culture for everyone.Diversity & Inclusion at Johnson & Johnson means - You Belong.© Johnson & Johnson Inc. 2020This site is published by Johnson & Johnson Inc., which is solely responsible
for its content. This site is intended for visitors from Canada only.Last Updated: Feb 04, 2020 Careers at Johnson & Johnson CareersCareersHomeCareersCareers at J&J"
Pfizer Canada Inc.,https://www.pfizer.ca/en,"Homepage | Pfizer CanadaContact UsCareersMediaScienceContact UsEmbracing the Power of Science. Striving to Cure and Prevent Human Disease.Pfizer Canada strives to profoundly impact the health of Canadians through the discovery, development and delivery of medicines and vaccines. Our diverse portfolio offers a broad range of benefits and solutions to meet the needs of Canadians.Tweets by PfizerCA Share price feedNews Releases09.12.22Pfizer and BioNTech's Omicron BA.4/BA.5-Adapted Bivalent COVID-19 Vaccine Booster Receives Health Canada Authorization for Children 5 Through <12 Years of Age
07.11.22Crohn's and Colitis Canada and Pfizer Canada Announce 2022 Women in IBD Award Recipients
More newsAbout UsOur ProductsHelping CommunitiesÂ Our Voice Suppliers Distribution ChannelPfizer WorldwideMedia CentreTerms Of Use Careers Healthcare ProfessionalsContact UsPrivacy PolicyCopyright Â© Pfizer Canada 2022 All rights reserved. The information is intended only for residents of Canada. Â® Pfizer Inc, used under license"
Pfizer Canada Inc.,https://www.pfizer.ca/en,"Pfizer Canada strives to profoundly impact the health of Canadians through the discovery, development and delivery of medicines and vaccines. Our diverse portfolio offers a broad range of benefits and solutions to meet the needs of Canadians."
